"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2062","2017-08-24 09:25:19","A2062","2017-08-24 09:25:19","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2062","2017-08-24 09:25:19","A2062","2017-08-24 09:25:19","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2062","2017-08-24 09:25:19","A2062","2017-08-24 09:25:19","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2062","2017-08-24 09:25:19","A2062","2017-08-24 09:25:19","1"
"1","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2062","2017-08-24 09:25:19","A2062","2017-08-24 09:25:19","1"
"1","2","1","2","9_1","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","2","1","2","9_2","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","2","1","2","9_3","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","2","1","2","9_4","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","2","1","2","9_5","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","2","1","2","9_6","繰り返し設定1","2","","FFFFFF","A2062","2017-10-04 14:36:16","A2062","2017-10-04 14:36:16","1"
"1","3","1","2","9_1","繰り返し設定1","3","","FFFFFF","A1589","2017-11-07 18:56:53","A1589","2017-11-07 18:56:53","1"
