"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2062","2017-09-22 15:15:02","A2062","2017-09-22 15:15:02","1"
"1","4","1","2","9_1","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"1","4","1","2","9_2","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"1","4","1","2","9_3","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"1","4","1","2","9_4","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"1","4","1","2","9_5","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"1","4","1","2","9_6","繰り返し設定1","4","","FFFFFF","A1589","2017-11-01 14:11:02","A1589","2017-11-01 14:11:02","1"
"2","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
"2","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
"2","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
"2","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
"2","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
"2","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2636","2018-05-25 15:21:22","A2636","2018-05-25 15:21:22","1"
