"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"1","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:26:13","A2636","2019-06-21 17:26:13","1"
"2","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"2","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"2","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"2","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"2","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"2","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:08","A2636","2019-06-21 17:43:08","1"
"3","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"3","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"3","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"3","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"3","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"3","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:26","A2636","2019-06-21 17:43:26","1"
"4","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:40","A2636","2019-06-21 17:43:40","1"
"4","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:40","A2636","2019-06-21 17:43:40","1"
"4","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:40","A2636","2019-06-21 17:43:40","1"
"4","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:40","A2636","2019-06-21 17:43:40","1"
"4","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-21 17:43:40","A2636","2019-06-21 17:43:40","1"
